num_passengers,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,flight_duration,sales_channel_Internet,sales_channel_Mobile,trip_type_CircleTrip,trip_type_OneWay,trip_type_RoundTrip,booking_complete,total_service_preferences
1,319,6,3,4,DPSPVG,China,5.33,True,False,False,False,True,1,1
2,54,6,22,5,DPSPVG,China,5.33,True,False,False,False,True,1,1
2,46,6,13,1,DPSPVG,China,5.33,True,False,False,False,True,1,1
1,19,6,15,5,DPSPVG,United States,5.33,True,False,False,False,True,1,1
1,36,6,6,0,DPSPVG,China,5.33,True,False,False,False,True,1,2
9,161,6,22,4,DPSPVG,China,5.33,True,False,False,False,True,1,1
1,40,6,7,3,DPSPVG,China,5.33,False,True,False,False,True,1,3
4,107,6,13,2,DPSPVG,China,5.33,False,True,False,False,True,1,2
1,57,6,6,0,DPSPVG,United Kingdom,5.33,True,False,False,False,True,1,0
1,41,6,4,4,DPSPVG,China,5.33,True,False,False,False,True,1,1
2,7,6,10,5,DPSPVG,China,5.33,True,False,False,False,True,1,0
2,82,6,2,1,DPSPVG,China,5.33,True,False,False,False,True,1,1
5,250,6,6,6,DPSPVG,China,5.33,True,False,False,False,True,1,0
9,234,6,23,2,DPSPVG,China,5.33,False,True,False,False,True,1,2
1,16,6,14,1,DPSPVG,China,5.33,False,True,False,False,True,1,1
2,39,6,3,5,DPSPVG,China,5.33,False,True,False,False,True,1,1
1,33,6,3,4,DPSSYD,Australia,8.58,True,False,False,False,True,1,2
3,59,6,3,0,DPSWUH,China,5.13,False,True,False,False,True,1,1
2,97,6,9,3,DPSWUH,China,5.13,True,False,False,False,True,1,0
6,71,6,4,1,DPSWUH,China,5.13,True,False,False,False,True,1,1
2,17,6,14,5,DPSXIY,China,5.0,True,False,False,False,True,1,1
2,32,6,14,2,DPSXIY,China,5.0,True,False,False,False,True,1,0
2,158,6,14,2,DPSXIY,China,5.0,True,False,False,False,True,1,1
2,49,6,12,2,DPSXIY,China,5.0,True,False,False,False,True,1,1
2,10,6,3,5,DPSXIY,China,5.0,True,False,False,False,True,1,2
1,29,6,8,0,DPSXIY,China,5.0,False,True,False,False,True,1,0
1,90,6,15,4,GOIPER,Australia,5.62,True,False,True,False,False,1,2
1,35,6,13,0,HANOOL,Australia,8.83,True,False,False,False,True,1,1
1,37,6,7,2,HANOOL,Australia,8.83,True,False,False,False,True,1,0
1,72,6,14,5,HDYMEL,Thailand,8.83,True,False,False,False,True,1,1
1,65,6,4,2,HDYOOL,Australia,8.83,True,False,False,False,True,1,1
1,31,6,11,2,HDYPEK,Thailand,6.42,True,False,False,False,True,1,2
2,46,6,13,5,HDYPEK,China,6.42,True,False,False,False,True,1,0
1,270,6,9,3,HDYSYD,Thailand,8.58,True,False,False,False,True,1,1
3,15,6,4,5,HGHHKT,China,5.07,True,False,False,False,True,1,2
2,10,6,15,1,HGHJHB,Malaysia,5.07,True,False,False,False,True,1,2
1,61,6,12,4,HGHJHB,Malaysia,5.07,True,False,False,False,True,1,3
1,46,6,4,3,HGHJOG,Indonesia,5.07,False,True,False,False,True,1,0
1,46,6,4,3,HGHJOG,Indonesia,5.07,False,True,False,False,True,1,1
1,46,6,4,3,HGHJOG,Indonesia,5.07,False,True,False,False,True,1,0
1,117,6,12,2,HGHLGK,Malaysia,5.07,False,True,False,False,True,1,0
2,77,6,0,0,HGHLGK,China,5.07,True,False,False,False,True,1,1
1,61,6,8,6,HGHLOP,China,5.07,False,True,False,False,True,1,3
2,101,6,3,6,HGHMRU,China,7.42,True,False,False,False,True,1,0
1,16,6,4,5,HGHPEN,Malaysia,5.07,True,False,False,False,True,1,2
2,10,6,7,6,HGHPEN,Malaysia,5.07,True,False,False,False,True,1,2
3,15,6,8,6,HGHPEN,Malaysia,5.07,True,False,False,False,True,1,1
1,23,6,9,2,HGHPEN,China,5.07,False,True,False,False,True,1,1
6,235,6,16,3,HGHPEN,Malaysia,5.07,True,False,False,False,True,1,3
4,274,6,14,5,HGHSBW,China,5.07,True,False,False,False,True,1,1
2,5,6,15,5,HGHSBW,Malaysia,5.07,True,False,False,False,True,1,1
2,15,6,14,3,HGHSGN,China,5.07,True,False,False,False,True,1,1
1,19,6,17,6,HGHSGN,Hong Kong,5.07,True,False,False,False,True,1,0
2,46,6,14,0,HGHSUB,Indonesia,5.07,False,True,False,False,True,1,1
1,20,6,12,4,HGHSYD,China,8.58,True,False,False,False,True,1,3
1,20,6,12,4,HGHSYD,China,8.58,True,False,False,False,True,1,2
1,5,6,14,0,HGHTRZ,(not set),5.07,True,False,False,False,True,1,2
1,170,6,3,1,HGHTWU,China,5.07,True,False,False,False,True,1,0
1,114,6,9,1,HGHTWU,China,5.07,True,False,False,False,True,1,1
1,49,6,6,0,HKGMEL,Australia,8.83,True,False,False,False,True,1,1
1,47,6,14,4,HKGMEL,Hong Kong,8.83,False,True,False,False,True,1,1
1,42,6,4,1,HKGMEL,Hong Kong,8.83,True,False,False,False,True,1,1
1,40,6,0,0,HKGMEL,Hong Kong,8.83,True,False,False,False,True,1,1
2,61,6,13,1,HKGMRU,China,7.42,True,False,False,False,True,1,1
3,194,6,16,5,HKGOOL,Hong Kong,8.83,True,False,False,False,True,1,3
1,38,6,15,3,HKGOOL,Hong Kong,8.83,True,False,False,False,True,1,3
2,166,6,2,0,HKGOOL,Hong Kong,8.83,True,False,False,False,True,1,0
1,13,6,0,4,HKGPER,Hong Kong,5.62,True,False,False,False,True,1,1
2,18,6,13,5,HKGPER,China,5.62,True,False,False,False,True,1,2
1,13,6,19,6,HKGSYD,Hong Kong,8.58,True,False,False,False,True,1,1
1,8,6,19,3,HKGSYD,Hong Kong,8.58,True,False,False,False,True,1,2
2,45,6,11,3,HKGSYD,Macau,8.58,False,True,False,False,True,1,1
3,288,6,12,1,HKTICN,Thailand,6.62,True,False,False,False,True,1,3
1,32,6,5,1,HKTKIX,Japan,7.0,True,False,False,False,True,1,1
2,166,6,9,3,HKTKIX,Thailand,7.0,True,False,False,False,True,1,2
1,94,6,3,4,HKTKIX,Japan,7.0,True,False,False,False,True,1,0
1,10,6,12,5,HKTMEL,Australia,8.83,True,False,False,False,True,1,1
2,16,6,6,3,HKTMEL,Australia,8.83,True,False,False,False,True,1,3
1,55,6,12,6,HKTMEL,Australia,8.83,True,False,False,False,True,1,1
1,10,6,12,5,HKTMEL,Australia,8.83,True,False,False,False,True,1,0
1,8,6,7,6,HKTOOL,Australia,8.83,True,False,False,False,True,1,1
2,110,6,8,1,HKTOOL,Australia,8.83,True,False,False,False,True,1,3
1,29,6,1,2,HKTOOL,Australia,8.83,True,False,False,False,True,1,1
1,73,6,3,2,HKTOOL,Australia,8.83,True,False,False,False,True,1,1
1,126,6,0,6,HKTOOL,Australia,8.83,True,False,False,False,True,1,3
1,81,6,11,4,HKTOOL,Australia,8.83,True,False,False,False,True,1,3
2,30,6,17,3,HKTPEK,United States,6.42,True,False,False,False,True,1,1
3,157,6,4,0,HKTPEK,Hong Kong,6.42,True,False,False,False,True,1,3
1,114,6,15,2,HKTPEK,China,6.42,True,False,False,False,True,1,0
3,52,6,0,4,HKTPEK,China,6.42,True,False,False,False,True,1,3
1,19,6,13,5,HKTPEK,China,6.42,True,False,False,False,True,1,0
6,49,6,7,0,HKTPEK,China,6.42,False,True,False,False,True,1,1
4,20,6,7,5,HKTPEK,China,6.42,False,True,False,False,True,1,1
2,97,6,9,0,HKTPEK,China,6.42,True,False,False,False,True,1,2
1,88,6,2,2,HKTPEK,China,6.42,True,False,False,False,True,1,3
1,14,6,5,4,HKTPEK,China,6.42,True,False,False,False,True,1,0
2,252,6,13,5,HKTPEK,China,6.42,True,False,False,False,True,1,0
6,167,6,6,2,HKTPEK,China,6.42,True,False,False,False,True,1,0
2,86,6,8,1,HKTPEK,China,6.42,True,False,False,False,True,1,3
2,44,6,4,2,HKTPEK,China,6.42,True,False,False,False,True,1,0
5,213,6,9,6,HKTPEK,China,6.42,True,False,False,False,True,1,0
2,78,6,10,0,HKTPEK,China,6.42,True,False,False,False,True,1,0
1,12,6,12,0,HKTPER,Australia,5.62,True,False,False,False,True,1,3
1,7,6,23,2,HKTPER,Australia,5.62,True,False,False,False,True,1,1
1,35,6,6,6,HKTPER,Australia,5.62,True,False,False,False,True,1,3
1,104,6,0,6,HKTPER,Australia,5.62,True,False,False,False,True,1,1
1,123,6,6,2,HKTPER,Australia,5.62,True,False,False,False,True,1,0
1,2,6,11,2,HKTPER,Australia,5.62,True,False,False,False,True,1,3
2,6,6,12,0,HKTPER,Australia,5.62,True,False,False,False,True,1,1
2,23,6,15,0,HKTPVG,China,5.33,True,False,False,False,True,1,1
1,60,6,12,2,HKTPVG,China,5.33,True,False,False,False,True,1,1
2,77,6,14,5,HKTPVG,China,5.33,True,False,False,False,True,1,0
3,117,6,8,2,HKTPVG,China,5.33,True,False,False,False,True,1,1
2,60,6,15,2,HKTPVG,China,5.33,True,False,False,False,True,1,1
7,39,6,12,3,HKTPVG,China,5.33,True,False,False,False,True,1,2
2,54,6,12,6,HKTPVG,China,5.33,True,False,False,False,True,1,1
3,195,6,4,0,HKTPVG,China,5.33,False,True,False,False,True,1,2
2,197,6,10,2,HKTSYD,Australia,8.58,True,False,False,False,True,1,3
1,29,6,9,2,HKTSYD,Australia,8.58,True,False,False,False,True,1,0
1,10,6,1,1,HKTTPE,Thailand,4.67,True,False,False,False,True,1,3
2,21,6,2,2,HKTWUH,China,5.13,False,True,False,False,True,1,1
3,18,6,6,6,HKTWUH,China,5.13,True,False,False,False,True,1,1
4,22,6,18,0,HKTWUH,China,5.13,False,True,False,False,True,1,2
2,4,6,2,5,HKTXIY,China,5.0,True,False,False,False,True,1,3
2,58,6,2,4,HKTXIY,China,5.0,False,True,False,False,True,1,1
3,26,6,15,6,HNDKBR,Malaysia,7.57,True,False,False,False,True,1,3
1,34,6,15,4,HNDKBV,Japan,7.57,True,False,False,False,True,1,1
3,109,6,18,2,HNDKBV,Japan,7.57,True,False,False,False,True,1,3
1,309,6,9,5,HNDKCH,Malaysia,7.57,True,False,False,False,True,1,1
1,98,6,3,5,HNDKCH,Singapore,7.57,True,False,False,False,True,1,1
1,12,6,4,5,HNDKCH,Japan,7.57,True,False,False,False,True,1,0
1,3,6,4,4,HNDKNO,Indonesia,7.57,True,False,False,False,True,1,2
2,32,6,16,3,HNDKNO,Malaysia,7.57,True,False,False,False,True,1,2
3,354,6,14,1,HNDKNO,United States,7.57,True,False,False,False,True,1,2
1,159,6,6,2,HNDKNO,Malaysia,7.57,True,False,False,False,True,1,1
1,14,6,12,4,HNDKNO,Indonesia,7.57,True,False,False,False,True,1,3
1,122,6,14,2,HNDLGK,Japan,7.57,True,False,False,False,True,1,0
1,18,6,9,4,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,1
2,22,6,5,2,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,38,6,3,3,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
2,352,6,8,5,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
1,92,6,5,1,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,1
4,94,6,5,5,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
1,46,6,16,6,HNDPEN,(not set),7.57,True,False,False,False,True,1,1
4,249,6,16,3,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,26,6,15,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,33,6,7,1,HNDPEN,Japan,7.57,True,False,False,False,True,1,3
2,50,6,14,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
1,39,6,5,4,HNDPEN,Japan,7.57,True,False,False,False,True,1,3
2,22,6,6,2,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
4,43,6,13,4,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
1,4,6,4,4,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,36,6,8,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,87,6,17,3,HNDPEN,Japan,7.57,True,False,False,False,True,1,3
3,245,6,1,1,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
2,260,6,16,3,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
1,83,6,4,0,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,1
1,98,6,5,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
2,37,6,8,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
2,257,6,12,1,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,2
2,52,6,9,1,HNDPEN,Malaysia,7.57,False,True,False,False,True,1,1
1,13,6,8,1,HNDPEN,Malaysia,7.57,True,False,False,False,True,1,3
1,65,6,14,0,HNDPEN,Japan,7.57,True,False,False,False,True,1,1
1,46,6,12,1,HNDPER,Japan,7.57,True,False,False,False,True,1,2
1,15,6,13,6,HNDPER,Australia,7.57,True,False,False,False,True,1,3
2,233,6,14,1,HNDPER,Japan,7.57,True,False,False,False,True,1,3
1,40,6,12,4,HNDPER,Japan,7.57,True,False,False,False,True,1,2
1,53,6,7,0,HNDPNH,Japan,7.57,True,False,False,False,True,1,1
1,29,6,10,1,HNDPNH,Cambodia,7.57,True,False,False,False,True,1,1
1,13,6,16,0,HNDREP,Cambodia,7.57,True,False,False,False,True,1,0
1,36,6,6,6,HNDRGN,Myanmar (Burma),7.57,True,False,False,False,True,1,1
1,37,6,2,2,HNDRGN,Japan,7.57,True,False,False,False,True,1,1
1,35,6,10,1,HNDRGN,Japan,7.57,True,False,False,False,True,1,1
1,37,6,3,2,HNDRGN,Japan,7.57,True,False,False,False,True,1,1
1,143,6,14,5,HNDSIN,Singapore,7.57,False,True,False,False,True,1,2
3,46,6,22,4,HNDSIN,Singapore,7.57,False,True,False,False,True,1,3
2,176,6,9,5,HNDSIN,Singapore,7.57,True,False,False,False,True,1,2
2,58,6,12,3,HNDSIN,Singapore,7.57,True,False,False,False,True,1,2
1,4,6,12,0,HNDSIN,Singapore,7.57,True,False,False,False,True,1,1
1,95,6,2,4,HNDSIN,Singapore,7.57,True,False,False,False,True,1,1
1,327,6,23,0,HNDSIN,Indonesia,7.57,True,False,False,False,True,1,1
2,85,6,12,1,HNDSIN,Singapore,7.57,True,False,False,False,True,1,2
1,11,6,18,6,HNDSUB,Germany,7.57,True,False,False,False,True,1,2
1,30,6,22,1,HNDSYD,Australia,8.58,True,False,False,False,True,1,1
2,88,6,15,2,HNDSYD,Japan,8.58,True,False,False,False,True,1,1
2,17,6,7,3,HYDMEL,India,8.83,True,False,False,False,True,1,3
5,242,6,12,6,ICNJHB,Malaysia,6.62,False,True,False,False,True,1,3
2,21,6,3,6,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,3
5,242,6,12,6,ICNJHB,Malaysia,6.62,False,True,False,False,True,1,3
2,19,6,16,2,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,2
2,81,6,5,6,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,1
3,147,6,1,5,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,3
1,107,6,11,0,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,2
2,290,6,13,3,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,1
1,53,6,8,3,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,3
1,27,6,2,1,ICNJHB,South Korea,6.62,True,False,False,False,True,1,2
4,152,6,8,6,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,1
5,100,6,8,6,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,3
1,19,6,4,1,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,2
1,353,6,11,1,ICNKCH,South Korea,6.62,False,True,False,False,True,1,0
4,342,6,12,5,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,3
1,57,6,0,6,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
2,121,6,15,1,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,3
1,242,6,12,0,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,3
4,255,6,6,3,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,2
3,6,6,16,5,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,2
1,5,6,7,6,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,2
1,90,6,13,1,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
1,51,6,0,5,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
3,38,6,9,3,ICNKNO,Indonesia,6.62,True,False,False,False,True,1,3
3,64,6,5,2,ICNKNO,South Korea,6.62,True,False,False,False,True,1,3
2,26,6,7,6,ICNLGK,South Korea,6.62,True,False,False,False,True,1,2
2,100,6,12,4,ICNLGK,South Korea,6.62,True,False,False,False,True,1,1
2,110,6,0,5,ICNLGK,South Korea,6.62,True,False,False,False,True,1,1
1,22,6,7,4,ICNLGK,South Korea,6.62,True,False,False,False,True,1,3
1,67,6,13,3,ICNLGK,South Korea,6.62,True,False,False,False,True,1,0
1,21,6,8,0,ICNLGK,South Korea,6.62,True,False,False,False,True,1,1
5,225,6,23,3,ICNLGK,South Korea,6.62,True,False,False,False,True,1,1
2,109,6,0,6,ICNLGK,South Korea,6.62,True,False,False,False,True,1,3
1,14,6,6,4,ICNLGK,South Korea,6.62,True,False,False,False,True,1,0
2,111,6,11,3,ICNMLE,South Korea,6.62,True,False,False,False,True,1,0
3,250,6,3,5,ICNMLE,South Korea,6.62,True,False,False,False,True,1,0
1,80,6,23,0,ICNMLE,South Korea,6.62,False,True,False,False,True,1,3
1,78,6,15,3,ICNMLE,South Korea,6.62,True,False,False,False,True,1,3
1,198,6,14,6,ICNMLE,South Korea,6.62,True,False,False,False,True,1,2
2,10,6,13,2,ICNMLE,South Korea,6.62,True,False,False,False,True,1,1
1,33,6,18,4,ICNMLE,South Korea,6.62,True,False,False,False,True,1,0
2,74,6,11,2,ICNMLE,South Korea,6.62,False,True,False,False,True,1,0
1,1,6,1,0,ICNMYY,Malaysia,6.62,True,False,False,False,True,1,0
2,143,6,9,2,ICNMYY,Australia,6.62,True,False,False,False,True,1,1
2,9,6,13,6,ICNMYY,Brunei,6.62,True,False,False,False,True,1,2
2,143,6,8,2,ICNMYY,Australia,6.62,True,False,False,False,True,1,0
4,55,6,14,3,ICNMYY,Brunei,6.62,True,False,False,False,True,1,3
2,177,6,9,1,ICNMYY,Malaysia,6.62,True,False,False,False,True,1,2
1,24,6,3,2,ICNMYY,Japan,6.62,True,False,False,False,True,1,1
1,105,6,16,6,ICNPEN,China,6.62,True,False,False,False,True,1,3
1,208,6,13,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,3
2,344,6,14,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
2,36,6,2,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,131,6,12,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
3,39,6,15,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
4,336,6,14,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,20,6,11,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,172,6,9,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,28,6,6,6,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
1,12,6,15,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,86,6,11,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,0
1,8,6,1,5,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
2,248,6,12,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
2,339,6,10,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,69,6,9,0,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,3
1,100,6,16,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,3
6,89,6,6,6,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
2,20,6,9,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
4,14,6,7,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,155,6,14,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
3,20,6,16,0,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,20,6,8,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,115,6,15,3,ICNPEN,Malaysia,6.62,False,True,False,False,True,1,0
2,27,6,5,0,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,3,6,13,2,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
2,126,6,16,1,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
2,11,6,13,2,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
2,322,6,13,4,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
3,138,6,20,0,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,3
2,143,6,12,0,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,18,6,13,0,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
2,20,6,6,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
3,55,6,15,1,ICNPEN,South Korea,6.62,True,False,False,False,True,1,3
1,39,6,13,3,ICNPER,Australia,6.62,True,False,False,False,True,1,2
2,56,6,3,5,ICNSBW,South Korea,6.62,True,False,False,False,True,1,1
3,106,6,13,1,ICNSDK,Malaysia,6.62,True,False,False,False,True,1,2
6,173,6,10,0,ICNSDK,Malaysia,6.62,True,False,False,False,True,1,3
2,172,6,6,2,ICNSDK,Malaysia,6.62,True,False,False,False,True,1,3
1,22,6,0,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,16,6,14,4,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,31,6,13,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,8,6,15,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
2,40,6,17,4,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,145,6,9,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,69,6,5,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,49,6,4,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
2,200,6,15,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,181,6,15,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
4,195,6,16,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,63,6,15,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
3,50,6,15,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,12,6,18,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,107,6,11,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
2,178,6,16,2,ICNSIN,Malaysia,6.62,True,False,False,False,True,1,1
2,91,6,9,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,161,6,15,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
2,110,6,13,4,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,59,6,2,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,36,6,13,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
2,108,6,4,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,71,6,7,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,16,6,12,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,18,6,9,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
2,53,6,6,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,85,6,12,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,7,6,7,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
4,28,6,2,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,17,6,12,4,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
2,68,6,17,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,136,6,10,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,67,6,11,4,ICNSUB,South Korea,6.62,True,False,False,False,True,1,2
6,159,6,14,5,ICNSUB,Indonesia,6.62,False,True,False,False,True,1,3
1,4,6,10,3,ICNSYD,Australia,8.58,True,False,False,False,True,1,2
4,19,6,14,4,ICNTGG,Malaysia,6.62,True,False,False,False,True,1,3
1,55,6,8,0,ICNTGG,Malaysia,6.62,True,False,False,False,True,1,0
2,351,6,6,6,ICNTGG,Malaysia,6.62,True,False,False,False,True,1,3
3,32,6,14,6,JHBKIX,Malaysia,7.0,False,True,False,False,True,1,0
1,159,6,12,0,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,0
1,25,6,2,0,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,2
2,237,6,17,2,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,0
2,343,6,12,0,JHBKIX,Malaysia,7.0,False,True,False,False,True,1,3
2,38,6,6,1,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,2
2,233,6,7,1,JHBKIX,Malaysia,7.0,False,True,False,False,True,1,2
1,155,6,1,1,JHBKIX,Singapore,7.0,True,False,False,False,True,1,1
2,221,6,8,3,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,2
1,118,6,16,3,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
4,247,6,12,2,JHBMEL,Malaysia,8.83,False,True,False,False,True,1,2
2,170,6,0,6,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
3,73,6,13,0,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,3
5,63,6,11,5,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,1
2,52,6,4,3,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,3
1,119,6,0,5,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
2,240,6,9,3,JHBOOL,Malaysia,8.83,True,False,False,False,True,1,2
1,46,6,9,2,JHBOOL,Malaysia,8.83,True,False,False,False,True,1,3
1,50,6,8,0,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,1
1,26,6,22,1,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,3
1,134,6,5,6,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,2
2,27,6,7,0,JHBPUS,Malaysia,6.33,False,True,False,False,True,1,1
7,3,6,12,4,JHBPUS,South Korea,6.33,True,False,False,False,True,1,1
2,118,6,12,5,JHBPUS,South Korea,6.33,True,False,False,False,True,1,1
2,27,6,5,0,JHBPUS,South Korea,6.33,True,False,False,False,True,1,2
1,93,6,3,1,JHBPUS,South Korea,6.33,True,False,False,False,True,1,3
1,13,6,1,5,JHBPVG,Malaysia,5.33,True,False,False,False,True,1,2
1,31,6,3,1,JHBPVG,Vietnam,5.33,True,False,False,False,True,1,3
2,82,6,0,1,JHBSYD,Singapore,8.58,False,True,False,False,True,1,2
2,82,6,0,1,JHBSYD,Singapore,8.58,False,True,False,False,True,1,2
2,82,6,0,1,JHBSYD,Singapore,8.58,False,True,False,False,True,1,2
4,341,6,11,3,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
2,281,6,0,5,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
1,7,6,9,5,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
1,279,6,5,6,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
4,190,6,10,3,JHBTPE,Hong Kong,4.67,True,False,False,False,True,1,3
2,55,6,13,4,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
2,50,6,8,5,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,2
